id,archivo_origen,offset_inicio,offset_fin,longitud_original_bytes,texto_original,texto_traducido,notas,estado
cm_menu_00030,cm_menu.bin,82958,83232,274,<FF7E><F111><FFFF><FFFF><FFFF><FF3F><131F><F1FF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><E3EE><F5FF>      <E3CC><2EFF>      <E313><DEF0>      <E3F3><E3FA>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00031,cm_menu.bin,98306,98832,526,<FF33><F0FF><FFFF><2F13><FFFF><31F2><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFE7><F3FF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFE7><F3FF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFE7><F3FF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFE7><F3FF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00032,cm_menu.bin,98948,99048,100,  <3000> <4000> <4001>   ``<0300>`<4000>                           Q Q     ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00033,cm_menu.bin,99056,99356,300,    <F0FF><FF00><F0FF><FF00> <0E00><000E> <00FF><FF0F><FFFF><0F00>A<EE00><E0EE> Q<FFFF><FFFF>  <EE0E><EE0E>  <FFFF><FF0F>  <E0EE><EE00>  <F0FF><FF00>  O<0E00>  <00FF><0F00>  A   Q                                          <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       <A400>QQQQQQQQQQQQQ,,sin palabras reconocibles (probable gráfico/opcode),revisar
cm_menu_00034,cm_menu.bin,99594,99904,310,   M<EE2B>                                                                                             <84BB>      <0060><EEEE>      E<EEEE>      J<DE66>      M<6E00>      L<8E00>                ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00035,cm_menu.bin,102442,102578,136,     A<0E00>      A<0E00>      A<0E00>                                            O,,sin palabras reconocibles (probable gráfico/opcode),revisar
cm_menu_00036,cm_menu.bin,102634,102976,342,"   O<EE00> <0040><EECE>   O<EE00>  <E8EE>`  O<EE00>  <E7EE>`                                                                                         <6188>      <0040><ECEE>      ""<EEEE>      G<EE8A>      J<8E00>      J<8E00>                ",,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00037,cm_menu.bin,103276,103602,326,  O<EE00>  H<EE05>  O<EE00>  !<EE06>  O<EE00>  F<EE05>                                                                                                                                  O<EE00> <0010><ECDE>   O,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00038,cm_menu.bin,104288,104322,34,O<EE00>  !<EE16><CE01>OO<EE00>  G<EEE5><9E00>OO,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00039,cm_menu.bin,106896,107680,784, <E308><608E>B<1A00> <EB01><806E>        <2400>       <EE4C>       <B8DE>`      G<0500>      D<0600>      C<0600>      C<0600>                                                                                                                                                                                                                                                                                                                                      ,,sin palabras reconocibles (probable gráfico/opcode),revisar
cm_menu_00040,cm_menu.bin,107840,108786,946,                                                C<0600>      <00B2><0500>                                                                                                                                                                                                                                                                                                                                                                                      <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       <FF0F>,,sin palabras reconocibles (probable gráfico/opcode),revisar
cm_menu_00041,cm_menu.bin,116950,117216,266,<FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><33F1><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>  <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>  <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>  <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>  <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>  <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>  <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>  <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>  <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00042,cm_menu.bin,121416,122064,648,<FFFF><7FEE><EE8E><FFFF><FFFF><FF3F><33F2><FFFF><FFFF><FF30><33F0><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00043,cm_menu.bin,124608,124864,256,<FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><23FF><EAF2><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFD5><BEFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FF71><F5FF><FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00044,cm_menu.bin,125720,125872,152,    <FFFF><FFFF><FF30><FFFF>    <FFFF><FFFF><FFFF><FFFF>    <FFFF><FFFF><FFFF><FFFF>    <FFFF><FFFF><FFFF><FFFF>    <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00045,cm_menu.bin,126624,126880,256,<FF9F><8EFF><FFFF><FFFF><FF2F><13FF><F3FF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FF3F><7EFF><FFFF><E1F9><FFFF><0FE9><8EFF><FFFF><FF4F><5EFF><FFFF><E7F1><FFFF><E28E><F1FF><FFFF><FF9F><1EFF><FFFF><BDFF><FFFF><EBF5><FFFF><FFFF><FFE1><FBFF><FF5F><5EFF><FF2F><DE77><7717><FFFF><02EC><F2FF><FFBF><FDFF><FF3F><EEEE><EE3E><FFFF><CF5E><FFFF><FF7F><F4FF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00046,cm_menu.bin,128054,128178,124,`    <0500> <9000> <9000> <1000> <3000> <0300> <1000>`<2000><1000>`<0200>  <3000> <4000> <8000>   <0200>`<0300>`<4000>       aia<011D>a<0139>a<0154>a<016C>a<018F>a<01AC>a<01C3>a,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00047,cm_menu.bin,128292,128540,248,  <3000> <4000> <4003>   ``<0300>`<4000>                A    <0E00>  O<0E00>  A<EE00>  <E0EE><EE00>  O<EE0E>  O<EE0E>  <E0EE><EE00>  A<EEEE>  <EEEE><0E00>   <EEEE><0E00>A<EEEE>    <E0EE><EE00>O<EE0E>  <00FF>  <FF00>    <FFFF>  <FFFF>    <F0FF><0F00>Q<FF0F> <F000><000F> <F0FF><0F00>Q<FF0F> <FF00><00FF> <00FF><FF00><00FF><FF00>Q<FF00>,,sin palabras reconocibles (probable gráfico/opcode),revisar
cm_menu_00048,cm_menu.bin,128748,129216,468,     <EEEE><EEEE>      <E0EE><EE0E>      O<EE00>      A<0E00>                    <FFFF><FFFF> <F0FF><FF00><00FF><FF0F> <FFFF><FFFF> <00FF><FF00><00FF><FF00> <F0FF><FF0F> Q<FF00><00FF><0F00> <F0FF><FF0F>  <FF00><00FF>  <00FF><FF00>  <F000><000F>  <00FF><FF00>      Q<0F00>      Q<0F00>                                                                     <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>        QQQQQQQQQQQQQ<AFF1><FFFF>,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00049,cm_menu.bin,130232,130368,136,``<1011><1122>`       `       <1100>       <1111>       <1111>       <1211>`      <1211>`      <2211><1100>      ,,sin palabras reconocibles (probable gráfico/opcode),revisar
cm_menu_00050,cm_menu.bin,130436,130708,272,`     <1011><1111>      <1011><1100>              <2211><1101>      <1112><1101>      <1121><1101>      <1111><1101>      <1111><1101>      <0011><1101>      <0010><1101>              <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>        Q,,carácter repetido dominante (probable relleno gráfico),revisar
